mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
MSTRG.6265.3	264972	1149	0.6095	-0.00125856397864	0.117712529102031
MSTRG.6262.1	473	111	0.8218	0.036228294019	0.0585909817190351
MSTRG.6263.1	454	96	1.0712	-0.386241841724	0.0155495218823789
MSTRG.6264.1	299	138	0.7262	0.0137846702495	0.0548136935490047
MSTRG.6269.1	63129	375	0.4348	-0.238740935473	0.0150745882308756
MSTRG.6269.2	62915	375	0.4348	-0.238740935473	0.015149005921385
MSTRG.6269.3	28607	375	0.4348	-0.238740935473	0.0331513261079634
MSTRG.6270.1	8177	267	0.7604	-0.035479698109	0.0963532468712106
MSTRG.6267.1	3274	213	0.5141	-0.201450136076	0.025328599183581
MSTRG.6268.1	1282	252	0.6422	-0.376365049166	0.0219006201989151
MSTRG.6281.1	131135	762	0.6999	0.136599401899	0.279251501614752
MSTRG.6281.2	130751	762	0.6999	0.136599401899	0.281060877511274
MSTRG.6281.3	124634	387	1.2274	0.33295747121	0.152053342749945
MSTRG.6281.4	121614	387	1.2274	0.33295747121	0.161376064122405
MSTRG.6271.1	15236	378	0.5912	-0.185429630833	0.0737765363539627
MSTRG.6272.1	1375	198	0.5299	-0.315386946735	0.0155122779264134
MSTRG.6273.1	13684	336	0.5449	-0.17592989523	0.0549837441432753
MSTRG.6274.1	4353	264	0.6933	-0.277180309004	0.0361345163046969
MSTRG.6275.1	3049	210	0.7739	-0.111209192942	0.056548383282326
MSTRG.6276.1	285	63	0.6268	-0.301818091846	0.00766389016321069
MSTRG.6277.1	949	216	0.8001	-0.176552749861	0.0501866056980342
MSTRG.6278.1	14563	300	0.5689	-0.196820626293	0.0404938589492766
MSTRG.6279.1	599	420	0.6008	-0.189669605615	0.131874966952232
MSTRG.6280.1	13233	279	0.4473	-0.215178272963	0.0269373343061169
MSTRG.6283.1	635578	2796	1.0719	-0.143286212741	0.816256081637483
MSTRG.6283.2	379386	2796	1.0719	-0.143286212741	0.999434386954771
MSTRG.6283.3	258330	2796	1.0719	-0.143286212741	0.999966551556904
MSTRG.6284.1	1471	795	1.158	0.28311919346	0.977478667991661
MSTRG.6282.1	425	132	0.7528	-0.186579480173	0.0250037986515991
MSTRG.6285.1	23474	969	0.9562	0.361541920034	0.98854037431408
MSTRG.6286.1	1365	291	1.0316	0.28027324973	0.472341643889035
MSTRG.6287.1	281	114	1.2686	0.109893099824	0.165404419077799
MSTRG.6288.1	4288	516	0.5901	-0.0494403552355	0.326407962142792
MSTRG.6289.1	39639	543	0.5313	-0.118509188313	0.148382742892563
MSTRG.6289.2	39290	543	0.5313	-0.118509188313	0.149416118209168
MSTRG.6289.3	49006	543	0.5313	-0.118509188313	0.122797703884104
MSTRG.6291.1	54048	5058	0.5764	-0.531045823847	0.999999999999717
MSTRG.6291.2	47657	5058	0.5764	-0.531045823847	0.999999999999757
MSTRG.6290.1	13892	648	0.8844	0.225937629161	0.84249221353973
MSTRG.6298.1	7878	384	0.6225	-0.34198741326	0.0523150667750692
MSTRG.6298.2	6898	384	0.6225	-0.34198741326	0.0534619857730962
MSTRG.6298.3	6615	384	0.6225	-0.34198741326	0.0537975784083655
MSTRG.6294.1	22949	483	0.4305	-0.166040786276	0.1022785678028
MSTRG.6292.1	1231	189	0.8734	0.0444576654379	0.108900113006607
MSTRG.6293.1	4176	798	1.2172	0.0489667736393	0.946935497099263
MSTRG.6296.1	18670	822	1.2983	-0.0530147973083	0.920571575516219
MSTRG.6296.2	18586	822	1.2983	-0.0530147973083	0.920714964093329
MSTRG.6297.1	7830	297	0.6411	-0.136285385222	0.0661228097093932
MSTRG.6295.1	339	234	0.9742	0.304333202367	0.376018004383918
MSTRG.6299.1	6308	375	0.9503	0.14584985316	0.420467612753198
MSTRG.6299.2	3176	375	0.9503	0.14584985316	0.438395634098767
MSTRG.6301.1	17936	654	0.8656	0.0252474424004	0.683567161835802
MSTRG.6302.1	36598	498	0.9832	0.0836808480773	0.417278485790694
MSTRG.6302.2	36352	498	0.9832	0.0836808480773	0.418676745122167
MSTRG.6300.1	1038	225	0.6029	-0.341011833862	0.0195165714168395
MSTRG.6308.1	193349	909	0.9698	-0.226694620905	0.0891240544694535
MSTRG.6308.2	193161	909	0.9698	-0.226694620905	0.08948129117129
MSTRG.6308.3	26302	582	0.8998	0.308148854424	0.781668645661429
MSTRG.6308.4	101054	909	0.9698	-0.226694620905	0.458115299150806
MSTRG.6305.1	57692	471	0.5881	-0.209364987053	0.049521770127099
MSTRG.6305.2	49462	471	0.5881	-0.209364987053	0.0593978964221697
MSTRG.6303.1	489	156	1.2592	0.256295720977	0.323170204749224
MSTRG.6304.1	242	48	1.0183	-0.336684779706	0.012306441911601
MSTRG.6309.1	19941	306	0.9837	-0.149592385001	0.0925310364025533
MSTRG.6309.2	18285	306	0.9837	-0.149592385001	0.0958315859741492
MSTRG.6307.1	483	483	1.1877	0.330251496966	0.856931888192562
MSTRG.6306.1	202	36	0.7863	0.2469202127	0.0747237424689774
MSTRG.6311.1	36996	453	0.6308	-0.141156929748	0.0959887276980326
MSTRG.6311.2	36737	453	0.6308	-0.141156929748	0.0965151276427016
MSTRG.6311.3	36742	453	0.6308	-0.141156929748	0.0965049411181048
MSTRG.6310.1	7236	408	0.6587	0.0907009175527	0.294802383863448
MSTRG.6314.1	194561	774	0.859	0.106954766306	0.102584712410278
MSTRG.6314.2	64190	567	0.8888	0.281571705154	0.538128902258742
MSTRG.6315.1	536	222	0.5618	-0.313647360823	0.02001104632121
MSTRG.6316.1	4449	339	0.6205	-0.433832651002	0.0287321766512606
MSTRG.6317.2	10511	459	0.761	0.34036756886	0.652570155927594
MSTRG.6317.1	10428	459	0.761	0.34036756886	0.653009701630412
MSTRG.6318.1	7419	291	0.8384	-0.00112886270246	0.146538514356325
MSTRG.6318.2	6968	237	1.2514	0.395737634519	0.562054879902152
MSTRG.6312.1	292	99	0.6566	-0.138793318362	0.02019399359585
MSTRG.6313.1	50830	531	0.9581	0.308249537265	0.609004327329318
MSTRG.6336.1	219165	3018	0.6752	0.139219793887	0.999998221695047
MSTRG.6336.2	218810	3018	0.6752	0.139219793887	0.999998236384113
MSTRG.6336.3	85007	3018	0.6752	0.139219793887	0.999999922610119
MSTRG.6336.4	83777	3018	0.6752	0.139219793887	0.99999992480254
MSTRG.6336.5	57864	1080	1.0245	-0.00651931408139	0.955938110069032
MSTRG.6336.6	30874	540	0.5578	-0.0649689168731	0.214836163957368
MSTRG.6336.7	23210	540	0.5578	-0.0649689168731	0.24657753501553
MSTRG.6336.8	21088	540	0.5578	-0.0649689168731	0.255903610633227
MSTRG.6323.1	1957	381	0.7254	0.182083401653	0.390310054018262
MSTRG.6319.1	236	36	0.9964	0.245519052984	0.106016976376278
MSTRG.6320.1	208	126	1.0285	0.13399449933	0.132591696216963
MSTRG.6322.1	621	378	1.048	0.324269708302	0.678052714029018
MSTRG.6321.1	458	138	1.0254	-0.0602398704442	0.069307562603158
MSTRG.6324.1	164	60	0.9385	0.0699259512153	0.0582604093975535
MSTRG.6325.1	573	474	1.2636	0.365808206142	0.881792532716793
MSTRG.6326.1	1937	480	0.7096	-0.0102309489127	0.366609950334207
MSTRG.6327.1	426	123	0.7319	0.0135705945187	0.0497871515178693
MSTRG.6328.1	2925	393	0.9885	-0.00339826272458	0.342746673273035
MSTRG.6329.1	663	222	0.6558	-0.0250588461354	0.0731342253665104
MSTRG.6329.2	632	360	0.703	0.0592010597639	0.247748330657921
MSTRG.6330.1	4112	339	0.6205	-0.433832651002	0.0289527281178672
MSTRG.6332.1	10413	459	0.761	0.34036756886	0.65308910979578
MSTRG.6332.2	10413	459	0.761	0.34036756886	0.65308910979578
MSTRG.6333.2	20222	687	0.5157	0.186008751852	0.723420945065071
MSTRG.6333.1	20222	687	0.5157	0.186008751852	0.723420945065071
MSTRG.6333.3	19827	651	1.1654	0.249752895652	0.898422923443582
MSTRG.6333.4	19827	651	1.1654	0.249752895652	0.898422923443582
MSTRG.6333.5	20152	687	0.5157	0.186008751852	0.72374806715588
MSTRG.6333.6	20184	687	0.5157	0.186008751852	0.723598555314669
MSTRG.6333.7	19795	651	1.1654	0.249752895652	0.898491134907478
MSTRG.6333.9	19743	651	1.1654	0.249752895652	0.898601891879819
MSTRG.6333.8	20052	687	0.5157	0.186008751852	0.72421496921975
MSTRG.6333.10	20050	687	0.5157	0.186008751852	0.724224302275553
MSTRG.6333.14	19981	687	0.5157	0.186008751852	0.724546172905461
MSTRG.6333.12	19981	687	0.5157	0.186008751852	0.724546172905461
MSTRG.6333.11	19982	687	0.5157	0.186008751852	0.724541509776928
MSTRG.6333.13	20014	687	0.5157	0.186008751852	0.724392263832084
MSTRG.6331.1	10759	288	0.7676	-0.194304836499	0.0582404320852514
MSTRG.6335.1	15976	351	0.683	0.0891430406337	0.190172603035764
MSTRG.6335.2	15285	249	1.144	-0.148146312261	0.0926556154018004
MSTRG.6334.1	3270	375	0.7613	0.240535293128	0.446644075458632
MSTRG.6338.1	2792	252	0.8206	0.266813417888	0.294638929074188
MSTRG.6338.2	4174	351	0.7859	0.0424055903551	0.236338632791762
MSTRG.6338.3	4269	351	0.7859	0.0424055903551	0.235938259492433
MSTRG.6339.1	9989	510	0.8889	0.0959695465634	0.561984838257225
MSTRG.6340.1	1846	225	1.02	-0.0862587388809	0.107320759174181
MSTRG.6339.2	9612	510	0.8889	0.0959695465634	0.564151920830075
MSTRG.6339.3	9476	510	0.8889	0.0959695465634	0.564933083460858
MSTRG.6339.4	9546	510	0.8889	0.0959695465634	0.564531054474998
MSTRG.6339.5	9326	510	0.8889	0.0959695465634	0.565794285980119
MSTRG.6339.6	9293	510	0.8889	0.0959695465634	0.565983697421567
MSTRG.6339.7	7034	510	0.8889	0.0959695465634	0.578901126646337
MSTRG.6339.8	5922	510	0.8889	0.0959695465634	0.585221456310802
MSTRG.6341.1	7552	510	0.9627	0.297794239181	0.780498141111095
MSTRG.6341.2	7380	510	0.9627	0.297794239181	0.781185856730259
MSTRG.6341.3	6814	510	0.9627	0.297794239181	0.783437959369796
MSTRG.6341.4	4883	510	0.9627	0.297794239181	0.790994764069799
MSTRG.6342.1	12815	891	0.397	-0.470813586756	0.42568302686121
MSTRG.6337.1	9124	336	0.7031	0.0940210723167	0.207557005168143
MSTRG.6337.2	8877	336	0.7031	0.0940210723167	0.208507817894064
MSTRG.6337.3	5807	219	0.5782	-0.220159214456	0.025999503433834
MSTRG.6343.1	17225	1137	0.7833	-0.445318250602	0.89983075475149
MSTRG.6343.2	7113	345	0.9256	0.0847885608987	0.29906846244496
MSTRG.6343.3	10276	1137	0.7833	-0.445318250602	0.913544858418035
MSTRG.6346.1	10909	225	0.4486	-0.359670485106	0.0108717349219084
MSTRG.6347.1	16803	357	1.1375	0.130766047435	0.39903470611435
MSTRG.6347.2	3191	357	1.1375	0.130766047435	0.477153799897163
MSTRG.6344.1	393	393	1.06	0.251818083749	0.642103795558937
MSTRG.6345.1	226	213	0.809	0.0614160248636	0.123923995934898
MSTRG.6360.1	12918	486	0.6368	-0.0385095919658	0.266771707167387
MSTRG.6360.2	8542	486	0.6368	-0.0385095919658	0.287241381288222
MSTRG.6361.1	265407	1293	0.9765	0.132378154639	0.560603740266296
MSTRG.6362.1	94684	630	0.5104	-0.200943363203	0.0583303098927297
MSTRG.6362.3	94512	630	0.5104	-0.200943363203	0.058551442355875
MSTRG.6362.4	94356	630	0.5104	-0.200943363203	0.0587526840183376
MSTRG.6362.2	94512	630	0.5104	-0.200943363203	0.058551442355875
MSTRG.6362.6	90992	630	0.5104	-0.200943363203	0.0632530262055986
MSTRG.6362.5	90992	630	0.5104	-0.200943363203	0.0632530262055986
MSTRG.6362.7	22251	468	1.1165	0.326842296593	0.736302470874221
MSTRG.6362.8	9617	468	1.1165	0.326842296593	0.789518900226569
MSTRG.6362.9	6266	468	1.1165	0.326842296593	0.802235142686181
MSTRG.6362.10	26283	435	1.1348	0.220345928482	0.572758460536649
MSTRG.6363.1	29381	501	0.4832	-0.194306575863	0.0988467664994627
MSTRG.6363.2	26194	501	0.4832	-0.194306575863	0.105680644530296
MSTRG.6363.3	9896	501	0.4832	-0.194306575863	0.147437360362722
MSTRG.6348.1	34607	924	1.0135	0.222875473385	0.968082687946515
MSTRG.6348.2	32747	924	1.0135	0.222875473385	0.969398516028148
MSTRG.6348.3	23617	924	1.0135	0.222875473385	0.975130933005507
MSTRG.6349.1	2357	162	0.8901	-0.0240471429946	0.0709491486649046
MSTRG.6350.1	235	60	0.5133	-0.0185730088425	0.0191324350984309
MSTRG.6351.1	6792	282	0.4628	-0.0914050547818	0.0531551442375526
MSTRG.6352.1	9062	435	0.4384	-0.211038667153	0.0860096658072252
MSTRG.6355.1	23965	939	1.049	-0.404176419372	0.780977836254106
MSTRG.6355.2	23934	939	1.049	-0.404176419372	0.781101704590063
MSTRG.6354.1	8522	423	0.452	-0.0806229954912	0.132522028856097
MSTRG.6353.1	360	69	0.3777	-1.6989542365	1.67438834732728e-05
MSTRG.6356.1	2250	930	1.066	0.190186888615	0.984864587625168
MSTRG.6359.1	9485	645	1.0373	0.341205725375	0.925106151306426
MSTRG.6359.2	6617	645	1.0373	0.341205725375	0.929618686427021
MSTRG.6359.3	6031	645	1.0373	0.341205725375	0.930509252578555
MSTRG.6357.1	65436	4437	0.583	0.0680417140777	0.999999999997222
MSTRG.6358.1	608	66	0.6917	-0.137089819005	0.0170358930459025
MSTRG.6368.1	48293	783	0.7074	-0.277771628672	0.367892685929401
MSTRG.6368.2	15377	426	0.494	-0.0454204453171	0.142421408721382
MSTRG.6369.1	21488	510	0.9724	0.200810038475	0.637488433002973
MSTRG.6370.1	59167	651	1.1921	0.224096603289	0.769486604752383
MSTRG.6370.2	3660	498	0.7803	0.118453582239	0.549947784841441
MSTRG.6370.3	57650	651	1.1921	0.224096603289	0.775713469360986
MSTRG.6370.4	1003	381	0.6559	0.19404525691	0.376585974990284
MSTRG.6371.1	46798	438	0.5529	-0.140561291289	0.0616693825720277
MSTRG.6371.2	46891	438	0.5529	-0.140561291289	0.0615437636545984
MSTRG.6371.3	46630	438	0.5529	-0.140561291289	0.0618969144844559
MSTRG.6371.4	43363	393	0.742	0.0585654542529	0.141731239235701
MSTRG.6371.5	43048	393	0.742	0.0585654542529	0.142628883737617
MSTRG.6371.6	42994	393	0.742	0.0585654542529	0.142783240666397
MSTRG.6371.7	42932	393	0.742	0.0585654542529	0.142960636952589
MSTRG.6364.1	270	129	0.8228	-0.114583579752	0.0370798781129367
MSTRG.6372.1	35093	732	1.0065	0.270953899369	0.900144321283895
MSTRG.6372.2	32898	732	1.0065	0.270953899369	0.90466042806085
MSTRG.6373.1	7054	540	0.8669	0.310226697851	0.797277536171895
MSTRG.6374.1	8586	264	0.9127	0.122191300172	0.207223110342136
MSTRG.6374.2	8020	258	0.9612	-0.285968325898	0.049718229741259
MSTRG.6366.1	14127	1131	0.7622	0.284626255941	0.994345180223161
MSTRG.6365.1	2035	228	0.6907	-0.215617757005	0.0375984861141249
MSTRG.6367.1	25075	738	0.6874	0.28368036616	0.873778224204113
MSTRG.6367.2	22264	738	0.6874	0.28368036616	0.880845816328699
MSTRG.6378.1	18369	519	0.9194	0.274162596013	0.711696539702066
MSTRG.6378.2	17301	438	0.947	0.268280475984	0.591784723443465
MSTRG.6378.3	6090	432	0.9602	0.0260115327095	0.407097195851571
MSTRG.6379.1	7573	468	0.5208	-0.0976253414282	0.186411540275887
MSTRG.6379.2	7013	468	0.5208	-0.0976253414282	0.188404071862089
MSTRG.6376.1	3373	417	0.7394	0.0620679079968	0.335379413447312
MSTRG.6375.1	10278	444	0.4657	-0.00308883349568	0.193746254027664
MSTRG.6375.2	4698	408	0.5606	-0.137092923452	0.127121795918873
MSTRG.6375.3	9903	444	0.4657	-0.00308883349568	0.195118590768702
MSTRG.6377.1	50561	528	1.0547	0.029402815619	0.369898495577209
MSTRG.6377.2	31544	429	0.7596	0.000975778123292	0.18728118438728
MSTRG.6380.1	14339	501	1.0569	0.0701703596364	0.571896463903323
MSTRG.6398.1	16855	471	0.7522	0.0662569428243	0.361619162683476
MSTRG.6398.2	17081	471	0.7522	0.0662569428243	0.36040106613587
MSTRG.6398.3	16296	471	0.7522	0.0662569428243	0.364639690046514
MSTRG.6398.4	7803	315	0.7876	0.156632424643	0.259751962037139
MSTRG.6399.1	21017	435	0.5587	-0.146355914869	0.10391115281077
MSTRG.6399.2	5926	396	0.7542	0.00636506017192	0.250609460197744
MSTRG.6400.1	5132	624	0.8477	0.225189653192	0.837134773382643
MSTRG.6382.1	489	360	0.6146	0.100761190384	0.249403196630631
MSTRG.6383.1	6524	1200	0.8936	0.210535815651	0.99694097183989
MSTRG.6383.2	6034	1200	0.8936	0.210535815651	0.996975688718501
MSTRG.6383.3	5775	1200	0.8936	0.210535815651	0.996993880095811
MSTRG.6383.4	5002	1200	0.8936	0.210535815651	0.997047527153678
MSTRG.6383.5	4595	1200	0.8936	0.210535815651	0.997075388701356
MSTRG.6383.6	1504	1059	0.9099	0.264216858663	0.994154215724604
MSTRG.6381.1	555	171	0.6355	-0.338891053114	0.0144020153979721
MSTRG.6385.1	23955	447	0.6091	0.0593026487245	0.23112223740064
MSTRG.6385.2	4681	318	1.2458	0.294523694732	0.613781343450176
MSTRG.6385.3	3194	318	1.2458	0.294523694732	0.621984125592554
MSTRG.6384.1	231	15	0.3677	-0.828832862201	0.000391463689441534
MSTRG.6390.1	75136	645	0.4981	-0.13326316425	0.123173183067705
MSTRG.6390.2	72189	645	0.4981	-0.13326316425	0.130804711487084
MSTRG.6386.1	241	120	1.0965	0.17801351518	0.165775189811983
MSTRG.6392.1	41016	765	1.1559	0.332477290944	0.944168272866067
MSTRG.6392.2	40532	765	1.1559	0.332477290944	0.944761410529312
MSTRG.6387.1	818	234	0.9904	0.118006671427	0.222813312782284
MSTRG.6389.1	876	129	1.0465	-0.300551133436	0.0262021360234627
MSTRG.6388.1	739	132	0.6552	-0.0363407322724	0.037760502540089
MSTRG.6391.1	2603	528	1.0547	0.029402815619	0.64287674509466
MSTRG.6393.1	37179	501	1.0569	0.0701703596364	0.439286840092561
MSTRG.6404.1	30767	516	0.671	-0.125484817007	0.181888222270844
MSTRG.6405.1	117523	480	0.581	0.171678386265	0.0604920732785219
MSTRG.6405.2	117523	480	0.581	0.171678386265	0.0604920732785219
MSTRG.6405.3	44530	477	0.4533	-0.0415789479082	0.102621901835181
MSTRG.6394.1	213	0	0	0	0.00522956754662224
MSTRG.6395.1	222	63	0.6098	-0.190464830749	0.0116766735053354
MSTRG.6396.1	350	159	0.4627	-0.795358383731	0.00150821419181258
MSTRG.6397.1	223	93	1.2945	-0.0726557719041	0.0782094671857662
MSTRG.6401.1	41485	501	0.609	-0.0993937946942	0.133437094745287
MSTRG.6401.2	41047	501	0.609	-0.0993937946942	0.13462488414376
MSTRG.6401.3	32222	501	0.609	-0.0993937946942	0.160504746068224
MSTRG.6403.1	3537	369	0.8369	-0.00881012406982	0.241837620945996
MSTRG.6403.2	1836	369	0.8369	-0.00881012406982	0.249199215020094
MSTRG.6402.1	804	201	1.0157	0.242424958378	0.282636409700806
MSTRG.6406.1	837	339	0.8918	0.231559303293	0.447399298096028
MSTRG.6408.1	28079	444	0.5824	-0.207657761409	0.0786294925881034
MSTRG.6407.1	274	111	0.6419	0.151443248889	0.0668786226680785
MSTRG.6409.1	70564	507	0.5575	-0.251827074961	0.0381978361574681
MSTRG.6409.2	69473	507	0.5575	-0.251827074961	0.0391454435297896
MSTRG.6410.1	9383	468	0.7888	-0.19566971966	0.194938458310321
MSTRG.6411.1	30541	627	0.4332	-0.205393822668	0.187510699188643
MSTRG.6411.2	30129	627	0.4332	-0.205393822668	0.188981677121499
MSTRG.6411.3	29961	627	0.4332	-0.205393822668	0.189584028408601
MSTRG.6416.1	28588	480	0.7445	0.319137161985	0.560218485143658
MSTRG.6416.2	28558	480	0.7445	0.319137161985	0.560391171307533
MSTRG.6416.3	28377	480	0.7445	0.319137161985	0.561432732873885
MSTRG.6416.4	28341	480	0.7445	0.319137161985	0.561639830065156
MSTRG.6417.1	1136	549	0.5977	0.042951919086	0.494797315200206
MSTRG.6417.2	956	549	0.5977	0.042951919086	0.495848634367438
MSTRG.6416.5	16130	444	0.5179	-0.0146747265433	0.180513794436395
MSTRG.6412.1	221	54	0.5716	-0.493254439051	0.00298150700171009
MSTRG.6414.1	84188	2112	0.8969	0.00714934843232	0.999940405123028
MSTRG.6413.1	290	57	0.9228	-0.105248822462	0.0278466595594801
MSTRG.6415.1	541	84	1.133	-0.185703688404	0.0355078225577926
MSTRG.6418.1	114508	1284	0.9984	0.046863703342	0.967562887889595
MSTRG.6418.2	110051	1284	0.9984	0.046863703342	0.970676775658692
MSTRG.6418.3	93753	603	0.5714	-0.2353145602	0.0482592873571312
MSTRG.6418.4	71713	603	0.5714	-0.2353145602	0.0782225151976885
MSTRG.6418.5	19632	1284	0.9984	0.046863703342	0.996360368639076
MSTRG.6418.6	19137	1284	0.9984	0.046863703342	0.996402069828946
MSTRG.6426.1	55997	453	0.7948	-0.244076892365	0.0571969544257335
MSTRG.6426.2	55991	453	0.7948	-0.244076892365	0.0572045146089633
MSTRG.6426.3	55160	453	0.7948	-0.244076892365	0.0582607123026651
MSTRG.6426.7	52443	453	0.7948	-0.244076892365	0.0618429881713755
MSTRG.6426.6	49210	453	0.7948	-0.244076892365	0.0663733799549707
MSTRG.6426.5	55155	453	0.7948	-0.244076892365	0.0582671223188431
MSTRG.6426.4	55683	453	0.7948	-0.244076892365	0.0575938670979444
MSTRG.6426.8	55974	453	0.7948	-0.244076892365	0.0572259402258419
MSTRG.6426.9	49190	453	0.7948	-0.244076892365	0.0664023430779679
MSTRG.6426.10	16536	453	0.7948	-0.244076892365	0.132347267205864
MSTRG.6426.12	53609	453	0.7948	-0.244076892365	0.0602811183427294
MSTRG.6426.11	49048	453	0.7948	-0.244076892365	0.0666083190458779
MSTRG.6426.13	27732	282	0.8887	-0.183831063752	0.0495006625348091
MSTRG.6426.15	27420	282	0.8887	-0.183831063752	0.0498447780976443
MSTRG.6426.14	27429	282	0.8887	-0.183831063752	0.0498348200120165
MSTRG.6426.16	26541	282	0.8887	-0.183831063752	0.0508264846590848
MSTRG.6427.1	8436	765	1.1773	0.421360506284	0.981878744850752
MSTRG.6427.2	8181	765	1.1773	0.421360506284	0.981984450981571
MSTRG.6420.1	2909	282	0.7307	-0.155248223007	0.072292501264524
MSTRG.6419.1	202	60	0.6646	-0.107706519694	0.0176480054946843
MSTRG.6421.1	252	135	0.9447	0.210644648625	0.16019509444074
MSTRG.6422.1	1234	807	1.1219	0.567645899461	0.993027612371179
MSTRG.6424.1	243144	8523	0.5073	-0.47465491425	1
MSTRG.6424.2	104455	8523	0.5073	-0.47465491425	1
MSTRG.6424.3	51546	690	0.5927	-0.221242615216	0.219157293062862
MSTRG.6424.4	79158	690	0.5927	-0.221242615216	0.12833846679324
MSTRG.6423.1	206	177	1.0242	0.0610325008603	0.139859374172189
MSTRG.6425.1	8712	258	0.5865	-0.0826465483426	0.0556132508763406
MSTRG.6425.2	8608	258	0.5865	-0.0826465483426	0.0557410096515984
MSTRG.6425.3	7906	258	0.5865	-0.0826465483426	0.0566106299600965
MSTRG.6546.1	217764	570	0.8069	-0.370251921968	0.00196352455840468
MSTRG.6546.2	44996	570	0.8069	-0.366902539395	0.101498710117259
MSTRG.6546.3	68229	570	0.8069	-0.366902539395	0.0616000158117442
MSTRG.6546.4	8215	264	0.4483	-0.360542745581	0.0152111209271681
MSTRG.6546.5	12580	348	0.5752	-0.515545499535	0.0168908894142515
MSTRG.6546.6	56582	570	0.8069	-0.370251921968	0.0783427871867858
MSTRG.6546.7	23306	570	0.8069	-0.370251921968	0.156092295058784
MSTRG.6436.1	13732	444	0.7746	-0.155199448794	0.174511461899306
MSTRG.6436.2	13618	444	0.7746	-0.155199448794	0.174895501942232
MSTRG.6429.1	36773	468	0.6018	0.165545480569	0.283100792853447
MSTRG.6429.2	32384	417	0.468	-0.270026852431	0.0382617549452094
MSTRG.6428.1	654	159	0.8245	-0.259531025508	0.025609828104297
MSTRG.6430.1	630	195	0.7769	-0.175904197692	0.0420836491616657
MSTRG.6431.1	866	180	0.4934	-0.20831020753	0.0198678046229272
MSTRG.6434.1	14586	393	0.5924	-0.250199123873	0.0648141227511217
MSTRG.6432.1	465	213	0.9035	0.00424536573861	0.117184505263654
MSTRG.6433.1	210	117	1.0194	-0.162316359418	0.040247696874048
